"","module_category","component_category","year.month.repair.","TotalCount","RepairCount"
"775","M1","P31","2008/4",8,8
"776","M1","P31","2008/5",4,4
"777","M1","P31","2008/6",6,6
"778","M1","P31","2008/7",5,5
"779","M1","P31","2008/8",5,6
"780","M1","P31","2008/9",3,3
"781","M1","P31","2009/1",2,2
"782","M1","P31","2009/2",2,2
"783","M1","P31","2009/4",1,1
"784","M1","P31","2009/9",1,1
"785","M2","P01","2007/12",1,1
"786","M2","P01","2007/8",3,3
"787","M2","P01","2008/4",1,2
"788","M2","P01","2009/11",1,1
"789","M2","P01","2009/3",3,3
"790","M2","P01","2009/6",2,2
"791","M2","P02","2007/10",11,11
"792","M2","P02","2007/11",15,15
"793","M2","P02","2007/12",18,18
"794","M2","P02","2007/4",2,2
"795","M2","P02","2007/5",8,8
"796","M2","P02","2007/6",15,15
"797","M2","P02","2007/7",16,16
"798","M2","P02","2007/8",16,16
"799","M2","P02","2007/9",9,9
"800","M2","P02","2008/1",34,34
"801","M2","P02","2008/10",13,14
"802","M2","P02","2008/11",10,10
"803","M2","P02","2008/12",5,5
"804","M2","P02","2008/2",15,15
"805","M2","P02","2008/3",22,22
"806","M2","P02","2008/4",13,13
"807","M2","P02","2008/5",14,14
"808","M2","P02","2008/6",15,15
"809","M2","P02","2008/7",9,9
"810","M2","P02","2008/8",9,9
"811","M2","P02","2008/9",11,11
"812","M2","P02","2009/1",6,7
"813","M2","P02","2009/10",4,4
"814","M2","P02","2009/11",2,2
"815","M2","P02","2009/12",2,2
"816","M2","P02","2009/2",3,3
"817","M2","P02","2009/3",8,8
"818","M2","P02","2009/4",9,9
"819","M2","P02","2009/5",4,4
"820","M2","P02","2009/6",5,5
"821","M2","P02","2009/7",6,6
"822","M2","P02","2009/8",2,2
"823","M2","P02","2009/9",1,1
"824","M2","P04","2007/10",6,6
"825","M2","P04","2007/11",7,7
"826","M2","P04","2007/12",11,11
"827","M2","P04","2007/4",3,3
"828","M2","P04","2007/5",4,4
"829","M2","P04","2007/6",7,7
"830","M2","P04","2007/7",7,7
"831","M2","P04","2007/8",5,5
"832","M2","P04","2007/9",7,7
"833","M2","P04","2008/1",14,14
"834","M2","P04","2008/10",4,4
"835","M2","P04","2008/11",2,2
"836","M2","P04","2008/12",6,6
"837","M2","P04","2008/2",6,6
"838","M2","P04","2008/3",11,11
"839","M2","P04","2008/4",6,6
"840","M2","P04","2008/5",4,4
"841","M2","P04","2008/6",6,6
"842","M2","P04","2008/7",4,4
"843","M2","P04","2008/8",5,5
"844","M2","P04","2008/9",3,3
"845","M2","P04","2009/1",2,2
"846","M2","P04","2009/10",2,2
"847","M2","P04","2009/11",2,2
"848","M2","P04","2009/12",3,3
"849","M2","P04","2009/2",2,2
"850","M2","P04","2009/3",1,1
"851","M2","P04","2009/4",2,2
"852","M2","P04","2009/5",1,1
"853","M2","P04","2009/6",2,2
"854","M2","P04","2009/7",1,1
"855","M2","P04","2009/8",4,4
"856","M2","P05","2007/10",64,64
"857","M2","P05","2007/11",47,47
"858","M2","P05","2007/12",33,33
"859","M2","P05","2007/3",1,1
"860","M2","P05","2007/4",10,11
"861","M2","P05","2007/5",11,11
"862","M2","P05","2007/6",21,22
"863","M2","P05","2007/7",23,23
"864","M2","P05","2007/8",38,39
"865","M2","P05","2007/9",51,52
"866","M2","P05","2008/1",26,26
"867","M2","P05","2008/10",60,61
"868","M2","P05","2008/11",40,40
"869","M2","P05","2008/12",48,48
"870","M2","P05","2008/2",25,25
"871","M2","P05","2008/3",65,65
"872","M2","P05","2008/4",38,38
"873","M2","P05","2008/5",52,53
"874","M2","P05","2008/6",50,50
"875","M2","P05","2008/7",71,71
"876","M2","P05","2008/8",86,87
"877","M2","P05","2008/9",74,74
"878","M2","P05","2009/1",30,30
"879","M2","P05","2009/10",18,18
"880","M2","P05","2009/11",23,23
"881","M2","P05","2009/12",12,12
"882","M2","P05","2009/2",27,27
"883","M2","P05","2009/3",67,67
"884","M2","P05","2009/4",54,54
"885","M2","P05","2009/5",41,41
"886","M2","P05","2009/6",45,45
"887","M2","P05","2009/7",60,60
"888","M2","P05","2009/8",43,43
"889","M2","P05","2009/9",32,32
"890","M2","P06","2007/10",404,407
"891","M2","P06","2007/11",454,457
"892","M2","P06","2007/12",437,438
"893","M2","P06","2007/3",1,1
"894","M2","P06","2007/4",61,61
"895","M2","P06","2007/5",72,72
"896","M2","P06","2007/6",78,78
"897","M2","P06","2007/7",293,294
"898","M2","P06","2007/8",370,372
"899","M2","P06","2007/9",361,366
"900","M2","P06","2008/1",543,545
"901","M2","P06","2008/10",826,831
"902","M2","P06","2008/11",720,722
"903","M2","P06","2008/12",712,713
"904","M2","P06","2008/2",430,431
"905","M2","P06","2008/3",802,804
"906","M2","P06","2008/4",570,572
"907","M2","P06","2008/5",778,781
"908","M2","P06","2008/6",772,776
"909","M2","P06","2008/7",1091,1099
"910","M2","P06","2008/8",1419,1424
"911","M2","P06","2008/9",1300,1307
"912","M2","P06","2009/1",698,705
"913","M2","P06","2009/10",398,399
"914","M2","P06","2009/11",322,325
"915","M2","P06","2009/12",219,221
"916","M2","P06","2009/2",605,606
"917","M2","P06","2009/3",1025,1029
"918","M2","P06","2009/4",991,998
"919","M2","P06","2009/5",689,691
"920","M2","P06","2009/6",524,527
"921","M2","P06","2009/7",611,614
"922","M2","P06","2009/8",576,581
"923","M2","P06","2009/9",806,809
"924","M2","P07","2008/5",1,1
"925","M2","P08","2008/4",1,1
"926","M2","P09","2007/10",25,25
"927","M2","P09","2007/11",18,18
"928","M2","P09","2007/12",40,40
"929","M2","P09","2007/4",5,5
"930","M2","P09","2007/5",8,8
"931","M2","P09","2007/6",12,12
"932","M2","P09","2007/7",13,14
"933","M2","P09","2007/8",17,18
"934","M2","P09","2007/9",20,21
"935","M2","P09","2008/1",40,40
"936","M2","P09","2008/10",105,105
"937","M2","P09","2008/11",162,162
"938","M2","P09","2008/12",184,184
"939","M2","P09","2008/2",35,35
"940","M2","P09","2008/3",81,81
"941","M2","P09","2008/4",74,74
"942","M2","P09","2008/5",112,112
"943","M2","P09","2008/6",158,158
"944","M2","P09","2008/7",168,169
"945","M2","P09","2008/8",145,146
"946","M2","P09","2008/9",158,158
"947","M2","P09","2009/1",171,171
"948","M2","P09","2009/10",78,78
"949","M2","P09","2009/11",76,76
"950","M2","P09","2009/12",53,53
"951","M2","P09","2009/2",138,138
"952","M2","P09","2009/3",281,281
"953","M2","P09","2009/4",307,307
"954","M2","P09","2009/5",264,264
"955","M2","P09","2009/6",264,264
"956","M2","P09","2009/7",264,265
"957","M2","P09","2009/8",214,214
"958","M2","P09","2009/9",146,146
"959","M2","P10","2007/10",3,3
"960","M2","P10","2007/11",1,1
"961","M2","P10","2007/7",1,1
"962","M2","P11","2007/10",6,6
"963","M2","P11","2007/11",6,6
"964","M2","P11","2007/12",6,7
"965","M2","P11","2007/4",3,3
"966","M2","P11","2007/5",3,3
"967","M2","P11","2007/6",3,3
"968","M2","P11","2007/7",4,4
"969","M2","P11","2007/8",12,12
"970","M2","P11","2007/9",1,1
"971","M2","P11","2008/1",10,10
"972","M2","P11","2008/10",9,9
"973","M2","P11","2008/11",9,9
"974","M2","P11","2008/12",5,6
"975","M2","P11","2008/2",9,9
"976","M2","P11","2008/3",9,9
"977","M2","P11","2008/4",12,12
"978","M2","P11","2008/5",14,14
"979","M2","P11","2008/6",12,12
"980","M2","P11","2008/7",11,11
"981","M2","P11","2008/8",8,8
"982","M2","P11","2008/9",15,15
"983","M2","P11","2009/1",5,5
"984","M2","P11","2009/12",1,1
"985","M2","P11","2009/2",4,4
"986","M2","P11","2009/3",8,8
"987","M2","P11","2009/4",4,4
"988","M2","P11","2009/5",3,3
"989","M2","P11","2009/6",10,10
"990","M2","P11","2009/7",4,4
"991","M2","P11","2009/8",5,5
"992","M2","P11","2009/9",7,7
"993","M2","P12","2007/10",152,152
"994","M2","P12","2007/11",147,149
"995","M2","P12","2007/12",167,170
"996","M2","P12","2007/3",6,6
"997","M2","P12","2007/4",34,34
"998","M2","P12","2007/5",50,53
"999","M2","P12","2007/6",84,87
"1000","M2","P12","2007/7",153,154
"1001","M2","P12","2007/8",140,143
"1002","M2","P12","2007/9",143,144
"1003","M2","P12","2008/1",145,147
"1004","M2","P12","2008/10",132,142
"1005","M2","P12","2008/11",183,187
"1006","M2","P12","2008/12",169,174
"1007","M2","P12","2008/2",104,108
"1008","M2","P12","2008/3",202,203
"1009","M2","P12","2008/4",123,124
"1010","M2","P12","2008/5",105,109
"1011","M2","P12","2008/6",99,99
"1012","M2","P12","2008/7",101,103
"1013","M2","P12","2008/8",92,95
"1014","M2","P12","2008/9",98,102
"1015","M2","P12","2009/1",173,175
"1016","M2","P12","2009/10",5,5
"1017","M2","P12","2009/11",5,6
"1018","M2","P12","2009/12",8,9
"1019","M2","P12","2009/2",141,145
"1020","M2","P12","2009/3",47,52
"1021","M2","P12","2009/4",25,30
"1022","M2","P12","2009/5",21,23
"1023","M2","P12","2009/6",12,12
"1024","M2","P12","2009/7",6,6
"1025","M2","P12","2009/8",14,18
"1026","M2","P12","2009/9",7,9
"1027","M2","P13","2007/10",10,10
"1028","M2","P13","2007/11",13,13
"1029","M2","P13","2007/12",12,12
"1030","M2","P13","2007/4",5,5
"1031","M2","P13","2007/5",4,4
"1032","M2","P13","2007/6",9,9
"1033","M2","P13","2007/7",9,9
"1034","M2","P13","2007/8",7,7
"1035","M2","P13","2007/9",9,9
"1036","M2","P13","2008/1",14,14
"1037","M2","P13","2008/10",15,15
"1038","M2","P13","2008/11",9,9
"1039","M2","P13","2008/12",12,12
"1040","M2","P13","2008/2",10,10
"1041","M2","P13","2008/3",19,19
"1042","M2","P13","2008/4",9,9
"1043","M2","P13","2008/5",14,15
"1044","M2","P13","2008/6",11,11
"1045","M2","P13","2008/7",11,11
"1046","M2","P13","2008/8",18,18
"1047","M2","P13","2008/9",12,12
"1048","M2","P13","2009/1",15,16
"1049","M2","P13","2009/10",5,5
"1050","M2","P13","2009/11",3,3
"1051","M2","P13","2009/12",5,5
"1052","M2","P13","2009/2",8,8
"1053","M2","P13","2009/3",16,16
"1054","M2","P13","2009/4",21,21
"1055","M2","P13","2009/5",16,16
"1056","M2","P13","2009/6",17,17
"1057","M2","P13","2009/7",11,11
"1058","M2","P13","2009/8",14,14
"1059","M2","P13","2009/9",6,6
"1060","M2","P14","2009/8",1,1
"1061","M2","P15","2007/10",108,108
"1062","M2","P15","2007/11",116,116
"1063","M2","P15","2007/12",119,119
"1064","M2","P15","2007/3",2,2
"1065","M2","P15","2007/4",15,15
"1066","M2","P15","2007/5",25,25
"1067","M2","P15","2007/6",54,54
"1068","M2","P15","2007/7",90,90
"1069","M2","P15","2007/8",137,139
"1070","M2","P15","2007/9",111,112
"1071","M2","P15","2008/1",127,127
"1072","M2","P15","2008/10",143,144
"1073","M2","P15","2008/11",114,116
"1074","M2","P15","2008/12",86,86
"1075","M2","P15","2008/2",98,98
"1076","M2","P15","2008/3",191,191
"1077","M2","P15","2008/4",146,147
"1078","M2","P15","2008/5",173,175
"1079","M2","P15","2008/6",171,172
"1080","M2","P15","2008/7",183,183
"1081","M2","P15","2008/8",168,168
"1082","M2","P15","2008/9",171,171
"1083","M2","P15","2009/1",111,111
"1084","M2","P15","2009/10",25,32
"1085","M2","P15","2009/11",23,23
"1086","M2","P15","2009/12",15,15
"1087","M2","P15","2009/2",76,76
"1088","M2","P15","2009/3",109,110
"1089","M2","P15","2009/4",92,93
"1090","M2","P15","2009/5",85,85
"1091","M2","P15","2009/6",82,83
"1092","M2","P15","2009/7",80,80
"1093","M2","P15","2009/8",63,65
"1094","M2","P15","2009/9",45,59
"1095","M2","P16","2007/10",108,108
"1096","M2","P16","2007/11",142,142
"1097","M2","P16","2007/12",191,191
"1098","M2","P16","2007/3",2,2
"1099","M2","P16","2007/4",15,15
"1100","M2","P16","2007/5",12,12
"1101","M2","P16","2007/6",40,40
"1102","M2","P16","2007/7",66,66
"1103","M2","P16","2007/8",102,107
"1104","M2","P16","2007/9",115,118
"1105","M2","P16","2008/1",202,202
"1106","M2","P16","2008/10",2451,2458
"1107","M2","P16","2008/11",1515,1517
"1108","M2","P16","2008/12",1221,1223
"1109","M2","P16","2008/2",134,134
"1110","M2","P16","2008/3",317,317
"1111","M2","P16","2008/4",349,349
"1112","M2","P16","2008/5",469,469
"1113","M2","P16","2008/6",769,769
"1114","M2","P16","2008/7",1282,1285
"1115","M2","P16","2008/8",2178,2182
"1116","M2","P16","2008/9",2624,2632
"1117","M2","P16","2009/1",857,859
"1118","M2","P16","2009/10",834,834
"1119","M2","P16","2009/11",577,580
"1120","M2","P16","2009/12",366,367
"1121","M2","P16","2009/2",775,776
"1122","M2","P16","2009/3",1174,1178
"1123","M2","P16","2009/4",1085,1088
"1124","M2","P16","2009/5",1579,1583
"1125","M2","P16","2009/6",1920,1923
"1126","M2","P16","2009/7",2498,2501
"1127","M2","P16","2009/8",2242,2247
"1128","M2","P16","2009/9",1749,1753
"1129","M2","P17","2007/10",31,32
"1130","M2","P17","2007/11",42,42
"1131","M2","P17","2007/12",33,34
"1132","M2","P17","2007/4",3,3
"1133","M2","P17","2007/5",8,9
"1134","M2","P17","2007/6",10,10
"1135","M2","P17","2007/7",29,29
"1136","M2","P17","2007/8",33,33
"1137","M2","P17","2007/9",34,34
"1138","M2","P17","2008/1",41,41
"1139","M2","P17","2008/10",46,46
"1140","M2","P17","2008/11",33,33
"1141","M2","P17","2008/12",27,28
"1142","M2","P17","2008/2",25,25
"1143","M2","P17","2008/3",41,41
"1144","M2","P17","2008/4",34,34
"1145","M2","P17","2008/5",33,34
"1146","M2","P17","2008/6",46,47
"1147","M2","P17","2008/7",44,44
"1148","M2","P17","2008/8",45,45
"1149","M2","P17","2008/9",30,30
"1150","M2","P17","2009/1",36,36
"1151","M2","P17","2009/10",14,14
"1152","M2","P17","2009/11",13,13
"1153","M2","P17","2009/12",6,6
"1154","M2","P17","2009/2",30,31
"1155","M2","P17","2009/3",53,55
"1156","M2","P17","2009/4",34,34
"1157","M2","P17","2009/5",28,28
"1158","M2","P17","2009/6",39,39
"1159","M2","P17","2009/7",27,27
"1160","M2","P17","2009/8",28,28
"1161","M2","P17","2009/9",21,25
"1162","M2","P19","2007/10",5,5
"1163","M2","P19","2007/11",10,10
"1164","M2","P19","2007/12",8,8
"1165","M2","P19","2007/5",1,1
"1166","M2","P19","2007/6",3,3
"1167","M2","P19","2007/7",7,7
"1168","M2","P19","2007/8",8,8
"1169","M2","P19","2007/9",6,6
"1170","M2","P19","2008/1",7,7
"1171","M2","P19","2008/10",11,11
"1172","M2","P19","2008/11",18,18
"1173","M2","P19","2008/12",8,8
"1174","M2","P19","2008/2",8,8
"1175","M2","P19","2008/3",12,12
"1176","M2","P19","2008/4",6,6
"1177","M2","P19","2008/5",8,8
"1178","M2","P19","2008/6",14,14
"1179","M2","P19","2008/7",22,22
"1180","M2","P19","2008/8",20,20
"1181","M2","P19","2008/9",14,14
"1182","M2","P19","2009/1",9,9
"1183","M2","P19","2009/10",5,5
"1184","M2","P19","2009/11",6,6
"1185","M2","P19","2009/12",2,2
"1186","M2","P19","2009/2",10,10
"1187","M2","P19","2009/3",17,17
"1188","M2","P19","2009/4",23,23
"1189","M2","P19","2009/5",17,17
"1190","M2","P19","2009/6",23,23
"1191","M2","P19","2009/7",24,24
"1192","M2","P19","2009/8",14,14
"1193","M2","P19","2009/9",11,11
"1194","M2","P20","2007/10",482,483
"1195","M2","P20","2007/11",599,599
"1196","M2","P20","2007/12",617,617
"1197","M2","P20","2007/3",8,8
"1198","M2","P20","2007/4",24,24
"1199","M2","P20","2007/5",53,54
"1200","M2","P20","2007/6",81,81
"1201","M2","P20","2007/7",168,169
"1202","M2","P20","2007/8",310,316
"1203","M2","P20","2007/9",462,462
"1204","M2","P20","2008/1",643,643
"1205","M2","P20","2008/10",889,890
"1206","M2","P20","2008/11",888,891
"1207","M2","P20","2008/12",833,834
"1208","M2","P20","2008/2",448,448
"1209","M2","P20","2008/3",800,801
"1210","M2","P20","2008/4",733,739
"1211","M2","P20","2008/5",822,823
"1212","M2","P20","2008/6",871,873
"1213","M2","P20","2008/7",1047,1048
"1214","M2","P20","2008/8",1018,1019
"1215","M2","P20","2008/9",1036,1037
"1216","M2","P20","2009/1",803,805
"1217","M2","P20","2009/10",277,277
"1218","M2","P20","2009/11",178,178
"1219","M2","P20","2009/12",139,139
"1220","M2","P20","2009/2",659,660
"1221","M2","P20","2009/3",927,927
"1222","M2","P20","2009/4",837,839
"1223","M2","P20","2009/5",878,879
"1224","M2","P20","2009/6",851,851
"1225","M2","P20","2009/7",865,867
"1226","M2","P20","2009/8",786,789
"1227","M2","P20","2009/9",544,546
"1228","M2","P21","2007/10",109,109
"1229","M2","P21","2007/11",122,122
"1230","M2","P21","2007/12",118,120
"1231","M2","P21","2007/3",2,2
"1232","M2","P21","2007/4",11,11
"1233","M2","P21","2007/5",25,25
"1234","M2","P21","2007/6",35,36
"1235","M2","P21","2007/7",45,45
"1236","M2","P21","2007/8",84,85
"1237","M2","P21","2007/9",136,138
"1238","M2","P21","2008/1",124,125
"1239","M2","P21","2008/10",68,68
"1240","M2","P21","2008/11",67,67
"1241","M2","P21","2008/12",61,61
"1242","M2","P21","2008/2",94,94
"1243","M2","P21","2008/3",190,191
"1244","M2","P21","2008/4",140,140
"1245","M2","P21","2008/5",105,105
"1246","M2","P21","2008/6",117,117
"1247","M2","P21","2008/7",119,120
"1248","M2","P21","2008/8",91,91
"1249","M2","P21","2008/9",59,59
"1250","M2","P21","2009/1",46,46
"1251","M2","P21","2009/10",6,6
"1252","M2","P21","2009/11",5,5
"1253","M2","P21","2009/12",8,8
"1254","M2","P21","2009/2",27,27
"1255","M2","P21","2009/3",23,23
"1256","M2","P21","2009/4",15,15
"1257","M2","P21","2009/5",24,24
"1258","M2","P21","2009/6",23,23
"1259","M2","P21","2009/7",37,37
"1260","M2","P21","2009/8",16,16
"1261","M2","P21","2009/9",14,14
"1262","M2","P22","2007/10",46,46
"1263","M2","P22","2007/11",35,35
"1264","M2","P22","2007/12",46,46
"1265","M2","P22","2007/3",1,1
"1266","M2","P22","2007/4",22,22
"1267","M2","P22","2007/5",24,24
"1268","M2","P22","2007/6",11,11
"1269","M2","P22","2007/7",14,14
"1270","M2","P22","2007/8",39,39
"1271","M2","P22","2007/9",56,59
"1272","M2","P22","2008/1",37,37
"1273","M2","P22","2008/10",63,63
"1274","M2","P22","2008/11",62,62
"1275","M2","P22","2008/12",56,56
"1276","M2","P22","2008/2",30,30
"1277","M2","P22","2008/3",65,65
"1278","M2","P22","2008/4",44,44
"1279","M2","P22","2008/5",51,51
"1280","M2","P22","2008/6",57,57
"1281","M2","P22","2008/7",53,53
"1282","M2","P22","2008/8",59,59
"1283","M2","P22","2008/9",82,82
"1284","M2","P22","2009/1",47,47
"1285","M2","P22","2009/10",23,23
"1286","M2","P22","2009/11",13,13
"1287","M2","P22","2009/12",12,12
"1288","M2","P22","2009/2",31,31
"1289","M2","P22","2009/3",82,83
"1290","M2","P22","2009/4",73,73
"1291","M2","P22","2009/5",60,60
"1292","M2","P22","2009/6",62,62
"1293","M2","P22","2009/7",46,46
"1294","M2","P22","2009/8",47,47
"1295","M2","P22","2009/9",38,38
"1296","M2","P24","2007/10",145,146
"1297","M2","P24","2007/11",256,256
"1298","M2","P24","2007/12",486,486
"1299","M2","P24","2007/3",2,2
"1300","M2","P24","2007/4",5,5
"1301","M2","P24","2007/5",17,17
"1302","M2","P24","2007/6",27,27
"1303","M2","P24","2007/7",58,59
"1304","M2","P24","2007/8",81,81
"1305","M2","P24","2007/9",112,113
"1306","M2","P24","2008/1",681,684
"1307","M2","P24","2008/10",1893,1896
"1308","M2","P24","2008/11",2072,2078
"1309","M2","P24","2008/12",2088,2093
"1310","M2","P24","2008/2",543,544
"1311","M2","P24","2008/3",1345,1346
"1312","M2","P24","2008/4",1368,1369
"1313","M2","P24","2008/5",1594,1596
"1314","M2","P24","2008/6",1682,1689
"1315","M2","P24","2008/7",1976,1982
"1316","M2","P24","2008/8",1998,2000
"1317","M2","P24","2008/9",2069,2079
"1318","M2","P24","2009/1",1761,1763
"1319","M2","P24","2009/10",612,613
"1320","M2","P24","2009/11",416,417
"1321","M2","P24","2009/12",233,233
"1322","M2","P24","2009/2",1438,1439
"1323","M2","P24","2009/3",2586,2604
"1324","M2","P24","2009/4",2110,2115
"1325","M2","P24","2009/5",1960,1962
"1326","M2","P24","2009/6",1930,1934
"1327","M2","P24","2009/7",2032,2035
"1328","M2","P24","2009/8",1689,1693
"1329","M2","P24","2009/9",1157,1157
"1330","M2","P25","2007/10",107,107
"1331","M2","P25","2007/11",85,85
"1332","M2","P25","2007/12",81,81
"1333","M2","P25","2007/4",6,6
"1334","M2","P25","2007/5",11,11
"1335","M2","P25","2007/6",18,18
"1336","M2","P25","2007/7",29,30
"1337","M2","P25","2007/8",52,52
"1338","M2","P25","2007/9",112,112
"1339","M2","P25","2008/1",63,63
"1340","M2","P25","2008/10",103,103
"1341","M2","P25","2008/11",87,87
"1342","M2","P25","2008/12",57,57
"1343","M2","P25","2008/2",46,46
"1344","M2","P25","2008/3",101,101
"1345","M2","P25","2008/4",80,80
"1346","M2","P25","2008/5",91,91
"1347","M2","P25","2008/6",76,76
"1348","M2","P25","2008/7",109,109
"1349","M2","P25","2008/8",117,117
"1350","M2","P25","2008/9",137,138
"1351","M2","P25","2009/1",72,72
"1352","M2","P25","2009/10",10,10
"1353","M2","P25","2009/11",5,5
"1354","M2","P25","2009/12",4,4
"1355","M2","P25","2009/2",60,63
"1356","M2","P25","2009/3",78,79
"1357","M2","P25","2009/4",61,61
"1358","M2","P25","2009/5",67,67
"1359","M2","P25","2009/6",52,52
"1360","M2","P25","2009/7",56,56
"1361","M2","P25","2009/8",34,34
"1362","M2","P25","2009/9",28,28
"1363","M2","P26","2007/10",10,10
"1364","M2","P26","2007/11",11,11
"1365","M2","P26","2007/12",11,11
"1366","M2","P26","2007/4",5,5
"1367","M2","P26","2007/5",4,4
"1368","M2","P26","2007/6",6,6
"1369","M2","P26","2007/7",12,12
"1370","M2","P26","2007/8",11,11
"1371","M2","P26","2007/9",12,12
"1372","M2","P26","2008/1",17,17
"1373","M2","P26","2008/10",8,8
"1374","M2","P26","2008/11",3,3
"1375","M2","P26","2008/12",8,8
"1376","M2","P26","2008/2",8,8
"1377","M2","P26","2008/3",9,9
"1378","M2","P26","2008/4",10,10
"1379","M2","P26","2008/5",18,18
"1380","M2","P26","2008/6",9,9
"1381","M2","P26","2008/7",10,10
"1382","M2","P26","2008/8",14,14
"1383","M2","P26","2008/9",8,8
"1384","M2","P26","2009/1",9,9
"1385","M2","P26","2009/10",3,3
"1386","M2","P26","2009/11",1,1
"1387","M2","P26","2009/12",5,5
"1388","M2","P26","2009/2",10,10
"1389","M2","P26","2009/3",9,9
"1390","M2","P26","2009/4",7,7
"1391","M2","P26","2009/5",10,10
"1392","M2","P26","2009/6",4,4
"1393","M2","P26","2009/7",5,5
"1394","M2","P26","2009/8",3,3
"1395","M2","P26","2009/9",4,4
"1396","M2","P27","2008/10",1,1
"1397","M2","P27","2008/3",1,1
"1398","M2","P27","2008/6",1,2
